Date,Home_ranking,Home_team,Home_result,Away_ranking,Away_team,Away_result,Result,Increment,Venue,Weight,Category,new_increment,HFA
2021-09-06,120.96,POR,1,281.53,SRB,3,4,0.09,POL,3.5,3,0.113267176320724,0
2021-09-07,236.0,CAN,2,289.76,USA,3,3,0.52,DOM,1.0,0,0.5178496063919782,0
2021-09-07,50.0,MLI,3,56.0,NIG,2,2,4.67,RWA,3.5,3,-4.667758348642231,0
2021-09-07,58.0,RWA,3,85.58,BDI,0,0,10.1,RWA,3.5,3,10.087691402997317,1
2021-09-07,55.0,UGA,3,50.0,BUR,1,1,6.32,RWA,3.5,3,-6.318512510779757,0
2021-09-07,103.89,EST,2,111.21,CRO,3,3,4.02,EST,3.5,3,-4.01788674943034,1
2021-09-07,103.99,LAT,1,182.23,GER,3,4,2.91,EST,3.5,3,2.928424927661902,0
2021-09-07,140.3,FIN,1,187.62,NED,3,4,4.28,FIN,3.5,3,4.294983767087256,1
2021-09-07,117.23,CZE,3,117.43,MNE,0,0,8.76,CZE,3.5,3,8.759761514960038,1
2021-09-07,136.81,CMR,3,99.04,COD,1,1,4.73,RWA,3.5,3,-4.740558020692408,0
2021-09-07,154.75,PUR,3,79.71,SUR,1,1,0.87,DOM,1.0,0,-0.8752763108613232,0
2021-09-07,150.82,UKR,3,157.21,BEL,1,1,6.88,POL,3.5,3,-6.874275180432906,0
2021-09-07,129.65,DOM,2,168.77,MEX,3,3,0.71,DOM,1.0,0,0.7112971150890478,1
2021-09-07,278.88,SLO,3,169.45,BUL,0,0,3.87,CZE,3.5,3,-3.8928622326350766,0
2021-09-08,289.51,ITA,3,282.75,SLO,0,0,8.42,CZE,3.5,3,-8.420185382108848,0
2021-09-08,51.33,NIG,2,94.31,COD,3,3,2.3,RWA,3.5,3,2.3088594413091563,0
2021-09-08,110.07,MAR,3,50.0,TAN,0,0,5.89,RWA,3.5,3,-5.903278512462659,0
2021-09-08,290.27,USA,0,169.48,MEX,3,5,4.0,DOM,1.0,0,4.001956607874039,0
2021-09-08,56.0,KEN,3,167.29,EGY,2,2,9.32,RWA,3.5,3,-9.29933462919301,0
2021-09-08,121.88,SVK,1,115.23,CRO,3,4,6.89,EST,3.5,3,6.886951770299493,0
2021-09-08,356.58,FRA,3,101.08,LAT,0,0,0.64,EST,3.5,3,-0.6612272678382448,0
2021-09-08,54.67,MLI,0,141.54,CMR,3,5,4.74,RWA,3.5,3,4.760134096004643,0
2021-09-08,114.05,GRE,1,120.88,POR,3,4,6.23,POL,3.5,3,6.2292727637731415,0
2021-09-08,165.29,TUN,3,54.62,ETH,0,0,3.82,RWA,3.5,3,-3.847988930316415,0
2021-09-08,56.0,NGR,0,161.27,TUN,3,5,4.02,RWA,3.5,3,4.045591909001268,0
2021-09-08,136.02,FIN,3,175.2,TUR,2,2,6.27,FIN,3.5,3,-6.263279308829922,1
2021-09-08,381.84,POL,3,157.7,UKR,0,0,1.02,POL,3.5,3,-1.0392158319805194,1
2021-09-08,116.75,BLR,3,108.67,MNE,0,0,8.35,CZE,3.5,3,-8.355847569357424,0
2021-09-08,359.05,RUS,3,101.85,MKD,0,0,0.63,FIN,3.5,3,-0.6444653979205632,0
2021-09-08,128.94,DOM,0,235.48,CAN,3,5,1.14,DOM,1.0,0,-1.1424599552182484,1
2021-09-08,155.62,PUR,3,78.84,SUR,1,1,0.85,DOM,1.0,0,-0.8542385331322099,0
2021-09-09,236.62,CAN,0,173.48,MEX,3,5,3.35,DOM,1.0,0,3.352316816503216,0
2021-09-09,68.1,RWA,3,43.68,BUR,0,0,7.56,RWA,3.5,3,7.563972115707044,1
2021-09-09,115.96,MAR,3,65.32,KEN,1,1,4.13,RWA,3.5,3,-4.142303513956336,0
2021-09-09,165.58,BUL,3,125.11,BLR,1,1,4.6,CZE,3.5,3,-4.613687872272919,0
2021-09-09,146.27,CMR,3,49.03,NIG,0,0,4.33,RWA,3.5,3,-4.349760245009674,0
2021-09-09,99.87,EST,0,357.23,FRA,3,5,0.63,EST,3.5,3,0.6429058411489358,1
2021-09-09,96.6,COD,3,49.93,MLI,0,0,6.5,RWA,3.5,3,-6.512517969840443,0
2021-09-09,157.97,EGY,3,44.11,TAN,0,0,3.71,RWA,3.5,3,-3.733938599564373,0
2021-09-09,127.8,DOM,1,286.27,USA,3,4,0.05,DOM,1.0,0,0.0480268043419324,1
2021-09-09,185.14,GER,3,114.99,SVK,2,2,1.07,EST,3.5,3,-1.0854249517333765,0
2021-09-09,75.49,BDI,0,61.32,UGA,3,5,9.44,RWA,3.5,3,9.44045644855093,0
2021-09-10,41.71,SSD,0,169.11,TUN,3,5,3.25,RWA,3.5,3,3.2725136362756304,0
2021-09-10,161.68,EGY,3,120.08,MAR,1,1,4.55,RWA,3.5,3,-4.560791395249803,0
2021-09-10,36.13,BUR,1,66.04,BDI,3,4,5.1,RWA,3.5,3,5.113395787077524,0
2021-09-10,75.65,RWA,3,70.76,UGA,2,2,4.13,RWA,3.5,3,-4.136378088192746,1
2021-09-10,61.2,KEN,3,40.4,TAN,0,0,7.73,RWA,3.5,3,-7.7384238172057564,0
2021-09-11,71.15,BDI,3,32.67,TAN,0,0,6.88,RWA,3.5,3,-6.894631814524287,0
2021-09-11,43.43,MLI,3,38.46,SSD,2,2,4.13,RWA,3.5,3,-4.132475835682079,0
2021-09-11,68.93,KEN,3,31.02,BUR,0,0,6.91,RWA,3.5,3,-6.921463393240445,0
2021-09-11,166.23,EGY,3,66.63,UGA,1,1,2.05,RWA,3.5,3,-2.0716056303222685,0
2021-09-11,79.79,RWA,0,115.53,MAR,3,5,7.01,RWA,3.5,3,7.023871420724635,1
2021-09-11,382.86,POL,3,142.29,FIN,0,0,0.8,POL,3.5,3,-0.8242007711502136,1
2021-09-11,172.36,TUN,3,103.1,COD,0,0,5.48,RWA,3.5,3,-5.498937976823093,0
2021-09-11,150.6,CMR,3,66.73,NGR,1,1,2.67,RWA,3.5,3,-2.6948919821696897,0
2021-09-12,186.21,GER,3,170.18,BUL,1,1,5.78,CZE,3.5,3,-5.781774326149757,0
2021-09-12,117.25,THA,2,100.06,PAK,3,3,5.22,JPN,3.5,3,5.211956002021173,0
2021-09-12,50.0,KSA,0,160.62,KOR,3,5,3.83,JPN,3.5,3,3.849792507151881,0
2021-09-12,64.8,KUW,0,135.52,CHN,3,5,5.42,JPN,3.5,3,5.435821589673248,0
2021-09-12,134.03,AUS,3,50.0,UZB,0,0,4.85,JPN,3.5,3,-4.875832681766525,0
2021-09-12,238.7,IRI,3,69.6,HKG,0,0,2.06,JPN,3.5,3,-2.0872197595522994,0
2021-09-12,297.93,ITA,3,100.43,LAT,0,0,1.45,CZE,3.5,3,-1.4785155942668244,0
2021-09-12,131.98,TPE,3,95.84,KAZ,0,0,6.99,JPN,3.5,3,-7.004964037017178,0
2021-09-12,252.48,JPN,3,138.16,QAT,0,0,3.69,JPN,3.5,3,-3.7176584797050167,1
2021-09-12,191.9,NED,3,127.1,POR,2,2,1.3,POL,3.5,3,-1.3186832696077937,0
2021-09-12,50.0,BRN,3,73.61,IND,0,0,9.9,JPN,3.5,3,-9.897055521131175,0
2021-09-13,67.54,HKG,1,105.28,PAK,3,4,4.73,JPN,3.5,3,4.741971380317382,0
2021-09-13,25.79,TAN,0,34.33,SSD,3,5,8.33,RWA,3.5,3,8.333434534508173,0
2021-09-13,78.03,BDI,1,47.56,MLI,3,4,8.05,RWA,3.5,3,8.03832531285573,0
2021-09-13,75.84,KEN,3,51.27,NIG,1,1,5.36,RWA,3.5,3,-5.369259169963792,0
2021-09-13,240.76,IRI,3,112.03,THA,0,0,3.2,JPN,3.5,3,-3.229194842188896,0
2021-09-13,63.71,IND,0,134.47,QAT,3,5,5.42,JPN,3.5,3,5.434096873836534,0
2021-09-13,122.55,MAR,2,153.28,CMR,3,3,2.88,RWA,3.5,3,2.8867761225002098,0
2021-09-13,64.58,UGA,3,97.62,COD,1,1,8.17,RWA,3.5,3,-8.160660090042636,0
2021-09-13,125.98,CZE,3,357.85,FRA,0,0,16.59,CZE,3.5,3,16.566874485894104,1
2021-09-13,168.27,EGY,1,177.84,TUN,3,4,6.09,RWA,3.5,3,6.095765024544223,0
2021-09-13,164.45,KOR,3,88.85,KAZ,0,0,5.21,JPN,3.5,3,-5.227216971613855,0
2021-09-13,46.17,KSA,0,138.98,TPE,3,5,4.5,JPN,3.5,3,4.522702816314038,0
2021-09-13,274.33,SLO,3,122.12,CRO,1,1,0.31,CZE,3.5,3,-0.3368640737506212,0
2021-09-13,138.89,AUS,3,59.38,KUW,0,0,5.04,JPN,3.5,3,-5.06278754067973,0
2021-09-13,72.77,RWA,3,64.06,NGR,0,0,8.32,RWA,3.5,3,-8.325152549859554,1
2021-09-13,45.15,UZB,0,140.94,CHN,3,5,4.38,JPN,3.5,3,4.405971142774746,0
2021-09-14,55.61,MLI,0,81.2,KEN,3,5,7.5,RWA,3.5,3,7.507746513338572,0
2021-09-14,55.73,NGR,3,89.45,COD,0,0,10.39,RWA,3.5,3,-10.380444365872986,0
2021-09-14,69.98,BDI,3,45.91,NIG,1,1,5.39,RWA,3.5,3,-5.393307407293137,0
2021-09-14,81.1,RWA,1,72.75,UGA,3,4,6.97,RWA,3.5,3,6.969808423954865,1
2021-09-14,17.46,TAN,0,30.9,ETH,3,5,8.09,RWA,3.5,3,8.095004932380222,0
2021-09-14,108.83,THA,3,62.81,HKG,1,1,4.34,JPN,3.5,3,-4.355097351978005,0
2021-09-14,110.01,PAK,0,243.96,IRI,3,5,3.04,JPN,3.5,3,3.0626816294765487,0
2021-09-14,145.32,CHN,2,143.93,AUS,3,3,4.44,JPN,3.5,3,4.44284146698136,0
2021-09-14,156.15,CMR,1,183.93,TUN,3,4,5.21,RWA,3.5,3,5.215230898689392,0
2021-09-14,256.18,JPN,3,58.3,IND,0,0,1.45,JPN,3.5,3,-1.471392756127903,1
2021-09-14,143.48,TPE,3,169.65,KOR,1,1,7.84,JPN,3.5,3,-7.832595296955117,0
2021-09-14,193.2,NED,0,281.63,SRB,3,5,4.68,POL,3.5,3,4.69717520696842,0
2021-09-14,383.66,POL,3,359.68,RUS,0,0,7.58,POL,3.5,3,-7.585137623889205,1
2021-09-14,139.88,QAT,3,59.89,BRN,0,0,5.02,JPN,3.5,3,-5.042772798601459,0
2021-09-14,119.67,MAR,1,162.18,EGY,3,4,4.51,RWA,3.5,3,4.518282695274396,0
2021-09-14,83.64,KAZ,0,41.67,KSA,3,5,10.78,JPN,3.5,3,10.769002083668468,0
2021-09-14,54.34,KUW,3,40.76,UZB,1,1,5.9,JPN,3.5,3,-5.900702752377825,0
2021-09-15,142.57,CZE,0,274.64,SLO,3,5,3.1,CZE,3.5,3,3.1220071286245727,1
2021-09-15,299.39,ITA,3,191.99,GER,0,0,3.94,CZE,3.5,3,-3.966972151253136,0
2021-09-16,257.63,JPN,1,140.88,CHN,3,4,11.71,JPN,3.5,3,11.680144392365364,1
2021-09-16,106.97,PAK,1,151.32,TPE,3,4,4.42,JPN,3.5,3,4.43258145578281,0
2021-09-16,144.91,QAT,3,148.37,AUS,0,0,8.92,JPN,3.5,3,-8.918857540054985,0
2021-09-16,113.17,THA,1,72.86,KAZ,3,4,8.52,JPN,3.5,3,8.50381258737141,0
2021-09-16,56.85,IND,3,60.23,KUW,0,0,8.92,JPN,3.5,3,-8.914954066187573,0
2021-09-16,58.46,HKG,0,52.45,KSA,3,5,9.04,JPN,3.5,3,9.043245987920365,0
2021-09-16,54.87,BRN,3,34.87,UZB,0,0,7.77,JPN,3.5,3,-7.7770686745304545,0
2021-09-16,247.0,IRI,3,161.81,KOR,0,0,4.81,JPN,3.5,3,-4.828408221501576,0
2021-09-17,62.64,BRN,3,51.32,KUW,0,0,8.19,JPN,3.5,3,-8.198083236945243,0
2021-09-17,104.66,THA,1,61.5,KSA,3,4,8.65,JPN,3.5,3,8.637030900327558,0
2021-09-17,49.42,HKG,0,81.37,KAZ,3,5,7.19,JPN,3.5,3,7.203664499124551,0
2021-09-17,65.76,IND,3,27.09,UZB,0,0,6.87,JPN,3.5,3,-6.885694415661508,0
2021-09-17,245.93,JPN,3,139.45,AUS,0,0,3.98,JPN,3.5,3,-4.000822464540497,1
2021-09-17,251.8,IRI,3,155.74,TPE,0,0,4.37,JPN,3.5,3,-4.395474940101469,0
2021-09-17,102.55,PAK,3,157.01,KOR,0,0,11.36,JPN,3.5,3,-11.344299731754774,0
2021-09-17,153.83,QAT,2,152.58,CHN,3,3,4.44,JPN,3.5,3,4.43600870002397,0
2021-09-18,72.64,IND,3,70.15,KSA,0,0,8.63,JPN,3.5,3,-8.628475332227682,0
2021-09-18,149.39,QAT,3,145.65,KOR,0,0,8.57,JPN,3.5,3,-8.567480731911786,0
2021-09-18,20.22,UZB,3,96.01,THA,2,2,7.93,JPN,3.5,3,-7.90582984064251,0
2021-09-18,70.84,BRN,3,88.57,KAZ,1,1,7.43,JPN,3.5,3,-7.425613442041749,0
2021-09-18,43.12,KUW,2,42.23,HKG,3,3,4.42,JPN,3.5,3,4.418438471281337,0
2021-09-18,135.48,AUS,3,113.91,PAK,0,0,7.7,JPN,3.5,3,-7.701258252347198,0
2021-09-18,286.31,SRB,1,303.33,ITA,3,4,5.73,POL,3.5,3,5.733781259714236,0
2021-09-18,157.02,CHN,1,256.18,IRI,3,4,2.07,JPN,3.5,3,2.088428568241131,0
2021-09-18,249.9,JPN,3,151.36,TPE,1,1,2.09,JPN,3.5,3,-2.1121950313939157,1
2021-09-18,391.24,POL,1,277.74,SLO,3,4,11.59,POL,3.5,3,11.565791163336565,1
2021-09-19,251.99,JPN,0,258.24,IRI,3,5,8.44,JPN,3.5,3,8.445051111389418,1
2021-09-19,149.28,TPE,0,154.95,CHN,3,5,8.47,JPN,3.5,3,8.473334547842665,0
2021-09-19,137.08,KOR,0,106.22,PAK,3,5,10.25,JPN,3.5,3,10.244421320073616,0
2021-09-19,289.33,SLO,2,309.06,ITA,3,3,3.41,POL,3.5,3,3.415118301814724,0
2021-09-19,157.96,QAT,3,143.17,AUS,0,0,8.03,JPN,3.5,3,-8.029439923378122,0
2021-09-19,46.64,HKG,0,28.14,UZB,3,5,9.66,JPN,3.5,3,9.650390431568177,0
2021-09-19,78.27,BRN,2,81.27,IND,3,3,4.23,JPN,3.5,3,4.2285881290427865,0
2021-09-19,38.7,KUW,1,88.08,THA,3,4,4.19,JPN,3.5,3,4.200103261747453,0
2021-09-19,81.14,KAZ,3,61.52,KSA,0,0,7.79,JPN,3.5,3,-7.795435808389179,0
2021-09-19,379.65,POL,3,280.58,SRB,0,0,4.26,POL,3.5,3,-4.279374085201171,1
2022-05-24,75.97,ALB,1,113.43,ROU,3,4,1.36,ALB,1.0,0,1.358619015725721,1
2022-05-25,150.33,BEL,3,98.98,LAT,0,0,1.8,BEL,1.0,0,-1.7992325453255262,1
2022-05-25,168.92,TUR,3,113.92,SVK,0,0,1.75,TUR,1.0,0,-1.7517800870757962,1
2022-05-25,99.25,EST,1,139.47,CZE,3,4,1.32,EST,1.0,0,1.3215448452927134,1
2022-05-25,101.22,MKD,3,88.01,BIH,0,0,2.32,MKD,1.0,0,-2.3160518052756807,1
2022-05-25,95.54,DEN,2,111.87,ESP,3,3,1.02,DEN,1.0,0,1.0227791067898555,1
2022-05-25,121.81,CRO,1,156.67,UKR,3,4,1.39,CRO,1.0,0,1.393718475383389,1
2022-05-26,120.42,CRO,1,158.07,UKR,3,4,1.36,CRO,1.0,0,-1.3560605528604874,1
2022-05-28,85.69,BIH,3,74.61,ALB,2,2,1.1,BIH,1.0,0,-1.0956458988340234,1
2022-05-28,141.49,FIN,3,89.01,HUN,0,0,1.78,FIN,1.0,0,-1.7844932208864626,1
2022-05-28,97.18,LAT,2,97.92,EST,3,3,1.24,LAT,1.0,0,1.2396807275214023,1
2022-05-28,112.89,ESP,1,159.42,UKR,3,4,1.24,ESP,1.0,0,-1.2375693736036846,1
2022-05-28,114.79,ROU,3,103.54,MKD,2,2,1.09,ROU,1.0,0,-1.0932825676344853,1
2022-05-28,119.06,CRO,3,94.52,DEN,0,0,2.16,CRO,1.0,0,-2.159486186816413,1
2022-05-28,140.79,CZE,3,152.13,BEL,0,0,2.66,CZE,1.0,0,-2.657968517100737,1
2022-05-29,125.8,POR,3,112.17,SVK,0,0,2.31,POR,1.0,0,-2.3102210164520782,1
2022-05-29,111.65,ESP,0,160.66,UKR,3,5,1.83,ESP,1.0,0,1.8298886494700737,1
2022-06-01,115.88,ROU,3,86.79,BIH,0,0,2.1,ROU,1.0,0,-2.0971608778000896,1
2022-06-01,102.44,MKD,1,73.52,ALB,3,4,2.28,MKD,1.0,0,2.2755174388391834,1
2022-06-01,99.16,EST,3,149.47,BEL,1,1,2.56,EST,1.0,0,-2.5621645502404173,1
2022-06-01,95.94,LAT,0,143.45,CZE,3,5,1.85,LAT,1.0,0,1.8496323292675168,1
2022-06-01,121.22,CRO,3,109.82,ESP,1,1,1.72,CRO,1.0,0,-1.7161974615864968,1
2022-06-01,128.11,POR,1,170.67,TUR,3,4,1.29,POR,1.0,0,1.2902712565469752,1
2022-06-03,156.48,PUR,2,176.84,MEX,3,3,0.97,CUB,1.0,0,0.9670498909437109,0
2022-06-03,210.26,CUB,3,127.76,DOM,0,0,1.41,CUB,1.0,0,-1.4110666776032723,1
2022-06-03,92.36,DEN,2,162.49,UKR,3,3,0.31,DEN,1.0,0,-0.3103683181334848,1
2022-06-04,84.69,BIH,1,117.97,ROU,3,4,1.41,BIH,1.0,0,1.415126089641668,1
2022-06-04,211.67,CUB,3,177.8,MEX,0,0,2.03,CUB,1.0,0,2.032125433657964,1
2022-06-04,75.79,ALB,3,100.17,MKD,1,1,2.21,ALB,1.0,0,-2.2133154886738384,1
2022-06-04,92.05,DEN,2,162.8,UKR,3,3,0.3,DEN,1.0,0,0.3027222943358894,1
2022-06-04,145.3,CZE,3,94.09,LAT,0,0,1.8,CZE,1.0,0,-1.8010616263210948,1
2022-06-04,108.11,ESP,2,122.94,CRO,3,3,1.04,ESP,1.0,0,1.043570919456276,1
2022-06-04,155.51,PUR,2,126.35,DOM,3,3,1.65,CUB,1.0,0,1.6537949441283586,0
2022-06-05,146.91,BEL,0,101.73,EST,3,5,3.12,BEL,1.0,0,3.1195613781613574,1
2022-06-05,171.96,TUR,3,126.82,POR,0,0,1.88,TUR,1.0,0,-1.8809689132988316,1
2022-06-05,213.7,CUB,3,153.85,PUR,0,0,1.69,CUB,1.0,0,-1.6894573819141276,1
2022-06-05,128.0,DOM,3,175.77,MEX,2,2,1.9,CUB,1.0,0,-1.9037949666247576,0
2022-06-07,164.41,BUL,1,276.32,SRB,3,4,1.85,CAN,4.0,4,1.8467627646658449,0
2022-06-07,285.92,SLO,0,286.32,USA,3,5,9.98,BRA,4.0,4,9.97768798795702,0
2022-06-07,233.27,CAN,0,188.04,GER,3,5,12.48,CAN,4.0,4,12.480896702800392,1
2022-06-07,163.42,CHN,1,266.68,IRI,3,4,2.21,BRA,4.0,4,2.209237196231583,0
2022-06-08,104.85,EST,3,92.29,LAT,1,1,1.7,EST,1.0,0,-1.7000787926529053,1
2022-06-08,399.02,BRA,3,135.15,AUS,0,0,0.67,BRA,4.0,4,-0.6651654096020043,1
2022-06-08,109.86,SVK,2,124.94,POR,3,3,1.04,SVK,1.0,0,1.0401039603649391,1
2022-06-08,243.55,JPN,3,188.52,NED,1,1,4.51,BRA,4.0,4,-4.505567901686122,0
2022-06-08,143.79,BEL,1,147.1,CZE,3,4,1.83,BEL,1.0,0,1.828846147562563,1
2022-06-08,78.01,ALB,3,83.27,BIH,0,0,2.57,ALB,1.0,0,-2.5733340499935964,1
2022-06-08,97.95,MKD,3,119.39,ROU,1,1,2.17,MKD,1.0,0,-2.172848331696001,1
2022-06-08,341.27,FRA,3,312.47,ITA,0,0,8.4,CAN,4.0,4,-8.404486950423943,0
2022-06-08,383.9,POL,3,304.23,ARG,0,0,5.78,CAN,4.0,4,-5.778413436220576,0
2022-06-08,91.75,DEN,0,123.98,CRO,3,5,2.05,DEN,1.0,0,2.054383741036018,1
2022-06-09,278.17,SRB,1,349.67,FRA,3,4,3.67,CAN,4.0,4,3.673980875632631,0
2022-06-09,200.52,GER,1,298.45,ARG,3,4,2.44,CAN,4.0,4,2.4407406624867383,0
2022-06-09,399.69,BRA,3,275.94,SLO,1,1,1.38,BRA,4.0,4,-1.3780011608957188,1
2022-06-09,389.68,POL,1,304.06,ITA,3,4,12.0,CAN,4.0,4,12.001843456391333,0
2022-06-09,248.05,JPN,3,161.22,CHN,1,1,2.94,BRA,4.0,4,-2.942004572121503,0
2022-06-09,184.02,NED,0,296.29,USA,3,5,4.33,BRA,4.0,4,4.332038870121561,0
2022-06-10,179.69,NED,3,268.89,IRI,0,0,14.67,BRA,4.0,4,-14.667135474170369,0
2022-06-10,134.48,AUS,0,274.56,SLO,3,5,3.29,BRA,4.0,4,3.284913263171217,0
2022-06-10,251.0,JPN,2,300.63,USA,3,3,2.29,BRA,4.0,4,2.286995133767157,0
2022-06-10,162.56,BUL,2,198.08,GER,3,3,3.04,CAN,4.0,4,3.0391728068055057,0
2022-06-10,220.79,CAN,0,353.34,FRA,3,5,3.55,CAN,4.0,4,-3.550618405199167,1
2022-06-10,274.5,SRB,3,300.89,ARG,2,2,6.46,CAN,4.0,4,-6.463600600479778,0
2022-06-11,401.07,BRA,1,302.91,USA,3,4,12.57,BRA,4.0,4,-12.569374860723784,1
2022-06-11,159.52,BUL,0,377.68,POL,3,5,1.29,CAN,4.0,4,1.2886973244064095,0
2022-06-11,201.12,GER,3,280.96,SRB,2,2,9.23,CAN,4.0,4,-9.229687611638017,0
2022-06-11,254.23,IRI,3,131.2,AUS,1,1,1.41,BRA,4.0,4,-1.4055860673968368,0
2022-06-11,148.93,CZE,3,106.55,EST,0,0,1.92,CZE,1.0,0,-1.9176715480674171,1
2022-06-11,277.85,SLO,3,158.27,CHN,1,1,1.54,BRA,4.0,4,-1.5394282941988535,0
2022-06-11,90.59,LAT,0,141.96,BEL,3,5,1.8,LAT,1.0,0,1.7989713011631825,1
2022-06-11,80.7,BIH,0,100.13,MKD,3,5,2.23,BIH,1.0,0,2.229891980609801,1
2022-06-11,108.82,SVK,0,173.84,TUR,3,5,1.62,SVK,1.0,0,1.6240028599221672,1
2022-06-11,107.07,ESP,3,89.69,DEN,1,1,1.63,ESP,1.0,0,-1.6332397316499454,1
2022-06-11,217.24,CAN,0,316.07,ITA,3,5,4.9,CAN,4.0,4,4.90122231835015,1
2022-06-12,87.23,HUN,1,143.27,FIN,3,4,1.11,HUN,1.0,0,1.1133441559328747,1
2022-06-12,117.22,ROU,3,80.58,ALB,0,0,1.99,ROU,1.0,0,-1.994671107416324,1
2022-06-12,388.5,BRA,0,156.73,CHN,3,5,18.93,BRA,4.0,4,18.93206756420569,1
2022-06-12,294.43,ARG,1,320.97,ITA,3,4,6.03,CAN,4.0,4,6.02817653631739,0
2022-06-12,255.63,IRI,0,248.71,JPN,3,5,10.39,BRA,4.0,4,10.385845450577404,0
2022-06-12,194.35,NED,3,129.79,AUS,0,0,6.52,BRA,4.0,4,-6.519135656367938,0
2022-06-12,356.9,FRA,1,378.97,POL,3,4,6.27,CAN,4.0,4,6.273875539988392,0
2022-06-12,212.33,CAN,3,158.23,BUL,2,2,2.05,CAN,4.0,4,2.0537524654491013,1
2022-06-18,150.85,CZE,3,163.1,UKR,2,2,1.42,CRO,1.0,0,-1.4206147287191002,0
2022-06-18,86.12,HUN,0,119.21,ROU,3,5,2.04,HUN,1.0,0,-2.0427042376152507,1
2022-06-18,144.38,FIN,3,102.36,MKD,1,1,1.3,HUN,1.0,0,-1.2974748508337712,0
2022-06-18,126.03,CRO,1,175.46,TUR,3,4,1.2,CRO,1.0,0,-1.1993731985286311,1
2022-06-19,124.83,CRO,3,161.68,UKR,2,2,1.76,CRO,1.0,0,-1.7581608895433902,1
2022-06-19,176.66,TUR,1,152.27,CZE,3,4,2.21,CRO,1.0,0,2.2134528964497138,0
2022-06-19,84.07,HUN,2,101.06,MKD,3,3,1.01,HUN,1.0,0,-1.0136385763607103,1
2022-06-19,145.68,FIN,2,121.25,ROU,3,3,1.59,HUN,1.0,0,1.5890025109187578,0
2022-06-21,156.18,BUL,3,245.25,IRI,0,0,14.66,BUL,4.0,4,14.661178073498316,1
2022-06-21,288.4,ARG,1,259.1,JPN,3,4,9.12,PHI,4.0,4,9.12282518975134,0
2022-06-21,123.27,AUS,1,214.39,CAN,3,4,2.75,BUL,4.0,4,2.745276566130556,0
2022-06-21,279.39,SLO,0,200.87,NED,3,5,14.17,PHI,4.0,4,14.166643394837704,0
2022-06-22,175.67,CHN,0,350.62,FRA,3,5,2.23,PHI,4.0,4,2.2276057109243266,0
2022-06-22,271.73,SRB,1,315.48,USA,3,4,5.1,BUL,4.0,4,5.097703010697416,0
2022-06-22,210.35,GER,0,327.0,ITA,3,5,4.16,PHI,4.0,4,4.1552488838884205,0
2022-06-22,369.57,BRA,1,385.24,POL,3,4,6.63,BUL,4.0,4,6.627698110809009,0
2022-06-23,173.44,CHN,3,206.2,GER,0,0,11.81,PHI,4.0,4,-11.811264072254447,0
2022-06-23,266.63,SRB,0,362.94,BRA,3,5,5.01,BUL,4.0,4,5.012306500210715,0
2022-06-23,279.28,ARG,1,265.22,SLO,3,4,8.28,PHI,4.0,4,8.282987536785667,0
2022-06-23,320.58,USA,0,230.59,IRI,3,5,14.7,BUL,4.0,4,14.703264780169992,0
2022-06-23,391.87,POL,3,217.13,CAN,0,0,2.23,BUL,4.0,4,-2.233136538671013,0
2022-06-23,352.85,FRA,3,215.04,NED,0,0,3.36,PHI,4.0,4,-3.363606613519115,0
2022-06-24,194.38,GER,1,211.68,NED,3,4,6.54,PHI,4.0,4,6.53738816102697,0
2022-06-24,271.0,ARG,3,185.25,CHN,1,1,2.99,PHI,4.0,4,-2.99210984177952,0
2022-06-24,170.84,BUL,2,120.52,AUS,3,3,7.75,BUL,4.0,4,-7.749182066027526,1
2022-06-24,261.62,SRB,3,214.9,CAN,2,2,2.44,BUL,4.0,4,-2.440235469057371,0
2022-06-24,245.29,IRI,0,367.95,BRA,3,5,3.92,BUL,4.0,4,3.9198084036482816,0
2022-06-24,268.22,JPN,3,331.15,ITA,2,2,8.4,PHI,4.0,4,-8.398651809693813,0
2022-06-25,163.09,BUL,1,305.88,USA,3,4,0.69,BUL,4.0,4,-0.6925577088338586,1
2022-06-25,394.1,POL,3,128.27,AUS,0,0,0.65,BUL,4.0,4,-0.6453095647159858,0
2022-06-25,276.62,JPN,0,356.21,FRA,3,5,5.78,PHI,4.0,4,5.7822275701363,0
2022-06-25,322.75,ITA,3,273.5,SLO,0,0,7.31,PHI,4.0,4,-7.306945085769638,0
2022-06-25,273.99,ARG,2,218.21,NED,3,3,8.03,PHI,4.0,4,8.0332018689453,0
2022-06-25,212.46,CAN,0,241.37,IRI,3,5,8.4,BUL,4.0,4,8.398476593745656,0
2022-06-26,270.83,JPN,3,266.2,SLO,1,1,7.24,PHI,4.0,4,-7.24178391517615,0
2022-06-26,306.57,USA,1,394.75,POL,3,4,2.88,BUL,4.0,4,2.879698467653675,0
2022-06-26,330.06,ITA,3,182.26,CHN,0,0,3.03,PHI,4.0,4,-3.0263778529674967,0
2022-06-26,264.06,SRB,3,127.63,AUS,0,0,3.41,BUL,4.0,4,-3.4120402366796787,0
2022-06-26,162.4,BUL,0,371.87,BRA,3,5,1.45,BUL,4.0,4,1.4472738672013787,1
2022-07-05,397.63,POL,2,249.77,IRI,3,3,11.98,POL,4.0,4,-11.975576501556915,1
2022-07-05,303.69,USA,3,187.84,GER,1,1,1.69,JPN,4.0,4,-1.6872137340700857,0
